,Artist,Title,Writers,Producer,Year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
124,Cream,White Room,"Pete Brown, Jack Bruce",Felix Pappalardi,68,3Xls4cNOwy01dtrNXb1inG,74,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,audio_features,3Xls4cNOwy01dtrNXb1inG,spotify:track:3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/tracks/3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/audio-analysis/3Xls4cNOwy01dtrNXb1inG,298333,4
125,Bee Gees,How Deep Is Your Love,Bee Gees,"Bee Gees, Karl Richardson, Albhy Galuten",77,2JoZzpdeP2G6Csfdq5aLXP,79,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,audio_features,2JoZzpdeP2G6Csfdq5aLXP,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/tracks/2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/audio-analysis/2JoZzpdeP2G6Csfdq5aLXP,245200,4
126,The Righteous Brothers,Unchained Melody,"Alex North, Hy Zaret",Phil Spector,65,1jFhnVoJkcB4lf9tT0rSZS,66,0.361,0.219,0,-16.553,1,0.0285,0.563,0.0,0.558,0.26,98.532,audio_features,1jFhnVoJkcB4lf9tT0rSZS,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,https://api.spotify.com/v1/tracks/1jFhnVoJkcB4lf9tT0rSZS,https://api.spotify.com/v1/audio-analysis/1jFhnVoJkcB4lf9tT0rSZS,216267,3
127,Bob Dylan,Highway 61 Revisited,Dylan,Bob Johnston,65,6os5B6xjuke9YfBKH3tu1e,47,0.49,0.808,10,-6.725,1,0.0409,0.475,0.0,0.232,0.604,73.434,audio_features,6os5B6xjuke9YfBKH3tu1e,spotify:track:6os5B6xjuke9YfBKH3tu1e,https://api.spotify.com/v1/tracks/6os5B6xjuke9YfBKH3tu1e,https://api.spotify.com/v1/audio-analysis/6os5B6xjuke9YfBKH3tu1e,205827,4
128,The Box Tops,The Letter,Wayne Carson Thompson,Dan Penn,67,6RJK553YhstRzyKA4mug09,65,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,audio_features,6RJK553YhstRzyKA4mug09,spotify:track:6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/tracks/6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/audio-analysis/6RJK553YhstRzyKA4mug09,112800,4
129,The Clash,Complete Control,"Mick Jones, Joe Strummer","Lee ""Scratch"" Perry",79,0mlwPYU0ApElSjZN4yA4L9,43,0.195,0.922,4,-6.208,1,0.0533,0.00262,0.232,0.686,0.681,172.612,audio_features,0mlwPYU0ApElSjZN4yA4L9,spotify:track:0mlwPYU0ApElSjZN4yA4L9,https://api.spotify.com/v1/tracks/0mlwPYU0ApElSjZN4yA4L9,https://api.spotify.com/v1/audio-analysis/0mlwPYU0ApElSjZN4yA4L9,192853,4
130,The Beatles,All You Need is Love,"John Lennon, Paul McCartney",George Martin,67,68BTFws92cRztMS1oQ7Ewj,68,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,audio_features,68BTFws92cRztMS1oQ7Ewj,spotify:track:68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/tracks/68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/audio-analysis/68BTFws92cRztMS1oQ7Ewj,230387,4
131,Roberta Flack,Killing Me Softly With His Song,"Norman Gimbel, Charles Fox",Joel Dorn,73,3gsCAGsWr6pUm1Vy7CPPob,74,0.477,0.381,5,-10.237,0,0.0342,0.727,0.0,0.0615,0.329,121.568,audio_features,3gsCAGsWr6pUm1Vy7CPPob,spotify:track:3gsCAGsWr6pUm1Vy7CPPob,https://api.spotify.com/v1/tracks/3gsCAGsWr6pUm1Vy7CPPob,https://api.spotify.com/v1/audio-analysis/3gsCAGsWr6pUm1Vy7CPPob,286920,4
132,Muddy Waters,Got My Mojo Working,Preston Foster,"Phil Chess, Leonard Chess, Willie Dixon",57,65VzqBb5ogD2xIFD8jetMG,52,0.519,0.779,4,-9.159,1,0.0648,0.573,8.13e-05,0.286,0.888,113.487,audio_features,65VzqBb5ogD2xIFD8jetMG,spotify:track:65VzqBb5ogD2xIFD8jetMG,https://api.spotify.com/v1/tracks/65VzqBb5ogD2xIFD8jetMG,https://api.spotify.com/v1/audio-analysis/65VzqBb5ogD2xIFD8jetMG,173040,4
133,Martha and the Vandellas,Nowhere to Run,"Brian Holland, Lamont Dozier, Eddie Holland","Brian Holland, Dozier",65,1WPqawIF9HCKfSOt7mN6X0,62,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,audio_features,1WPqawIF9HCKfSOt7mN6X0,spotify:track:1WPqawIF9HCKfSOt7mN6X0,https://api.spotify.com/v1/tracks/1WPqawIF9HCKfSOt7mN6X0,https://api.spotify.com/v1/audio-analysis/1WPqawIF9HCKfSOt7mN6X0,181640,4
134,The Jimi Hendrix Experience,Little Wing,Hendrix,Chas Chandler,68,1Eolhana7nKHYpcYpdVcT5,72,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,audio_features,1Eolhana7nKHYpcYpdVcT5,spotify:track:1Eolhana7nKHYpcYpdVcT5,https://api.spotify.com/v1/tracks/1Eolhana7nKHYpcYpdVcT5,https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5,145747,4
135,Eurythmics,Sweet Dreams (Are Made of This),"Annie Lennox, Dave Stewart",Stewart,83,1TfqLAPs4K3s2rJMoCokcS,82,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
136,Creedence Clearwater Revival,Bad Moon Rising,John Fogerty,Fogerty,69,20OFwXhEXf12DzwXmaV7fj,79,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,20OFwXhEXf12DzwXmaV7fj,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600,4
137,Elvis Costello,Watching the Detectives,Costello,Nick Lowe,77,0KrYPz4S4mKHeBjCwYJp0s,55,0.793,0.362,9,-12.146,0,0.0592,0.0135,1.77e-05,0.216,0.811,133.353,audio_features,0KrYPz4S4mKHeBjCwYJp0s,spotify:track:0KrYPz4S4mKHeBjCwYJp0s,https://api.spotify.com/v1/tracks/0KrYPz4S4mKHeBjCwYJp0s,https://api.spotify.com/v1/audio-analysis/0KrYPz4S4mKHeBjCwYJp0s,226040,4
138,Eric Clapton,Tears in Heaven,"Clapton, Will Jennings",Russ Titelman,92,612VcBshQcy4mpB2utGc3H,73,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,audio_features,612VcBshQcy4mpB2utGc3H,spotify:track:612VcBshQcy4mpB2utGc3H,https://api.spotify.com/v1/tracks/612VcBshQcy4mpB2utGc3H,https://api.spotify.com/v1/audio-analysis/612VcBshQcy4mpB2utGc3H,280000,4
139,Elvis Presley,All Shook Up,"Otis Blackwell, Presley",Steve Sholes,57,5ueyLj6e6oVaTY0KQ6yLaA,63,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,audio_features,5ueyLj6e6oVaTY0KQ6yLaA,spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/tracks/5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/audio-analysis/5ueyLj6e6oVaTY0KQ6yLaA,117080,4
140,The Platters,The Great Pretender,Buck Ram,Ram,55,2FkCjtQ1lYsf71s2FAS8hE,64,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,audio_features,2FkCjtQ1lYsf71s2FAS8hE,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/audio-analysis/2FkCjtQ1lYsf71s2FAS8hE,160667,3
141,Little Eva,The Loco-Motion,"Gerry Goffin, Carole King",Goffin,62,1hClDWPgajpLIFjLOkFuau,49,0.636,0.893,3,-6.311,1,0.047,0.674,0.00143,0.176,0.887,129.664,audio_features,1hClDWPgajpLIFjLOkFuau,spotify:track:1hClDWPgajpLIFjLOkFuau,https://api.spotify.com/v1/tracks/1hClDWPgajpLIFjLOkFuau,https://api.spotify.com/v1/audio-analysis/1hClDWPgajpLIFjLOkFuau,148627,4
142,Ben E. King,Spanish Harlem,"Phil Spector, Jerry Leiber","Mike Stoller, Leiber",60,3UCmuRdeTriWgOZMEJsfqZ,53,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75e-05,0.129,0.789,125.166,audio_features,3UCmuRdeTriWgOZMEJsfqZ,spotify:track:3UCmuRdeTriWgOZMEJsfqZ,https://api.spotify.com/v1/tracks/3UCmuRdeTriWgOZMEJsfqZ,https://api.spotify.com/v1/audio-analysis/3UCmuRdeTriWgOZMEJsfqZ,174293,4
143,The Isley Brothers,That Lady (Part 1 and 2),The Isley Brothers,The Isley Brothers,73,4MexO1G9TadTu0yWDB3T7Q,23,0.735,0.632,9,-4.095,1,0.152,0.0174,1.02e-05,0.328,0.715,132.061,audio_features,4MexO1G9TadTu0yWDB3T7Q,spotify:track:4MexO1G9TadTu0yWDB3T7Q,https://api.spotify.com/v1/tracks/4MexO1G9TadTu0yWDB3T7Q,https://api.spotify.com/v1/audio-analysis/4MexO1G9TadTu0yWDB3T7Q,211400,4
144,Elton John,Candle in the Wind,"John, Bernie Taupin",Gus Dudgeon,73,1L9fzw2pXprOqtemTwtxXF,67,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,audio_features,1L9fzw2pXprOqtemTwtxXF,spotify:track:1L9fzw2pXprOqtemTwtxXF,https://api.spotify.com/v1/tracks/1L9fzw2pXprOqtemTwtxXF,https://api.spotify.com/v1/audio-analysis/1L9fzw2pXprOqtemTwtxXF,228933,4
145,Dr. Dre and 2Pac,California Love,"Dr. Dre, Chris Stainton, Roger Troutman, Larry Troutman, 2Pac",Dr. Dre,96,59ODGXocCVuVgThUKZTdps,3,0.728,0.485,7,-11.041,1,0.048,0.00749,0.719,0.154,0.963,92.022,audio_features,59ODGXocCVuVgThUKZTdps,spotify:track:59ODGXocCVuVgThUKZTdps,https://api.spotify.com/v1/tracks/59ODGXocCVuVgThUKZTdps,https://api.spotify.com/v1/audio-analysis/59ODGXocCVuVgThUKZTdps,245787,4
146,Ritchie Valens,La Bamba,William Clauson,Bob Keane,58,2aEeghgUcnu75tzcolFMfs,66,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,audio_features,2aEeghgUcnu75tzcolFMfs,spotify:track:2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/tracks/2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/audio-analysis/2aEeghgUcnu75tzcolFMfs,126960,4
147,Big Brother and the Holding Company,Piece of My Heart,"Bert Berns, Jerry Ragovoy",John Simon,68,1xKQbqQtQWrtQS47fUJBtl,70,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,audio_features,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,253333,4
148,Lavern Baker,Jim Dandy,Lincoln Chase,"Ahmet Ertegun,Jerry Wexler",56,4WNEDjXbuCWnceZPOEkf0S,38,0.626,0.768,1,-7.925,1,0.197,0.763,0.0,0.384,0.912,171.459,audio_features,4WNEDjXbuCWnceZPOEkf0S,spotify:track:4WNEDjXbuCWnceZPOEkf0S,https://api.spotify.com/v1/tracks/4WNEDjXbuCWnceZPOEkf0S,https://api.spotify.com/v1/audio-analysis/4WNEDjXbuCWnceZPOEkf0S,130947,4
149,Dion,Runaround Sue,"Dion DiMucci, Ernie Maresca",Gene Schwartz,61,1DndHckdH9m5rp6gYP086b,65,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,audio_features,1DndHckdH9m5rp6gYP086b,spotify:track:1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/tracks/1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/audio-analysis/1DndHckdH9m5rp6gYP086b,171600,4
150,Jimmy Cliff,The Harder They Come,Cliff,Cliff,75,13XMn3vVhwm12NOCpkB380,55,0.668,0.65,1,-6.292,1,0.0583,0.7,0.0,0.125,0.848,103.512,audio_features,13XMn3vVhwm12NOCpkB380,spotify:track:13XMn3vVhwm12NOCpkB380,https://api.spotify.com/v1/tracks/13XMn3vVhwm12NOCpkB380,https://api.spotify.com/v1/audio-analysis/13XMn3vVhwm12NOCpkB380,220533,4
151,The Who,Baba O'Riley,Pete Townshend,"Glyn Johns, the Who",71,3qiyyUfYe7CRYLucrPmulD,78,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,audio_features,3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD,300400,4
152,The Supremes,You Keep Me Hanging On,"Brian Holland,Lamont Dozier, Eddie Holland","Brian Holland, Dozier",66,6ESGTTiBkHRiYPiIufJk97,25,0.713,0.877,7,-7.28,0,0.0568,0.000957,0.0359,0.0512,0.603,121.001,audio_features,6ESGTTiBkHRiYPiIufJk97,spotify:track:6ESGTTiBkHRiYPiIufJk97,https://api.spotify.com/v1/tracks/6ESGTTiBkHRiYPiIufJk97,https://api.spotify.com/v1/audio-analysis/6ESGTTiBkHRiYPiIufJk97,386666,4
153,Paul McCartney,Maybe I'm Amazed,McCartney,McCartney,70,7DsaOo87BUgyNwMxD6nhC9,45,0.453,0.513,2,-8.882,0,0.0301,0.335,0.0234,0.235,0.385,79.043,audio_features,7DsaOo87BUgyNwMxD6nhC9,spotify:track:7DsaOo87BUgyNwMxD6nhC9,https://api.spotify.com/v1/tracks/7DsaOo87BUgyNwMxD6nhC9,https://api.spotify.com/v1/audio-analysis/7DsaOo87BUgyNwMxD6nhC9,231267,4
154,Aerosmith,Walk This Way,"Steven Tyler, Joe Perry",Jack Douglas,76,5SZ6zX4rOrEQferfFC2MfP,77,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,spotify:track:5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,220400,4
155,U2,Beautiful Day,U2,"Daniel Lanois, Brian Eno",00,1VuBmEauSZywQVtqbxNqka,65,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,audio_features,1VuBmEauSZywQVtqbxNqka,spotify:track:1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/audio-analysis/1VuBmEauSZywQVtqbxNqka,246400,4
156,Michael Jackson,Beat It,Jackson,Quincy Jones,82,1OOtq8tRnDM8kG2gqUPjAj,78,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,258040,4
157,The Rolling Stones,Wild Horses,"Mick Jagger, Keith Richards",Jimmy Miller,71,52dm9op3rbfAkc1LGXgipW,73,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,audio_features,52dm9op3rbfAkc1LGXgipW,spotify:track:52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/tracks/52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/audio-analysis/52dm9op3rbfAkc1LGXgipW,341773,4
158,The Velvet Underground,Sweet Jane,Lou Reed,"The Velvet Underground, Shel Kagan, Geoffrey Haslam",70,3cw3Z7mS55gd3NUjh4k0bL,66,0.619,0.637,2,-7.369,1,0.0286,0.015,0.0,0.374,0.936,105.205,audio_features,3cw3Z7mS55gd3NUjh4k0bL,spotify:track:3cw3Z7mS55gd3NUjh4k0bL,https://api.spotify.com/v1/tracks/3cw3Z7mS55gd3NUjh4k0bL,https://api.spotify.com/v1/audio-analysis/3cw3Z7mS55gd3NUjh4k0bL,246307,4
159,Norman Greenbaum,Spirit in the Sky,Greenbaum,Erik Jacobsen,70,0jvN7eQJJt4nxQzgQfZ1SP,74,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,audio_features,0jvN7eQJJt4nxQzgQfZ1SP,spotify:track:0jvN7eQJJt4nxQzgQfZ1SP,https://api.spotify.com/v1/tracks/0jvN7eQJJt4nxQzgQfZ1SP,https://api.spotify.com/v1/audio-analysis/0jvN7eQJJt4nxQzgQfZ1SP,242893,4
160,Bob Dylan,Subterranean Homesick Blues,Dylan,Tom Wilson,65,6k9DUKMJpWvu6eFG3O64Lg,59,0.576,0.727,4,-9.973,0,0.05,0.702,0.0,0.324,0.751,173.854,audio_features,6k9DUKMJpWvu6eFG3O64Lg,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/tracks/6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/audio-analysis/6k9DUKMJpWvu6eFG3O64Lg,141293,4
161,Bonnie Raitt,I Can't Make You Love Me,"Mike Reid, Allen Shamblin","Don Was, Raitt",91,69uJi5QsBtqlYkGURTBli8,68,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,audio_features,69uJi5QsBtqlYkGURTBli8,spotify:track:69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/tracks/69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/audio-analysis/69uJi5QsBtqlYkGURTBli8,332960,4
162,Queen,We Will Rock You,"Brian May, Mike Stone",Queen,77,54flyrjcdnQdco7300avMJ,71,0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,audio_features,54flyrjcdnQdco7300avMJ,spotify:track:54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/tracks/54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/audio-analysis/54flyrjcdnQdco7300avMJ,122067,4
163,"Earth, Wind and Fire",Way of the World,"Maurice White, Verdine White, Charles Stepney",Maurice White,75,4BNhasx75KbS10jHq3VZTz,59,0.586,0.552,1,-11.153,1,0.0488,0.593,0.00101,0.31,0.732,82.0,audio_features,4BNhasx75KbS10jHq3VZTz,spotify:track:4BNhasx75KbS10jHq3VZTz,https://api.spotify.com/v1/tracks/4BNhasx75KbS10jHq3VZTz,https://api.spotify.com/v1/audio-analysis/4BNhasx75KbS10jHq3VZTz,345507,4
164,The Doors,The End,"John Densmore, Robbie Krieger, Ray Manzarek, Jim Morrison",Paul Rothchild,67,5UgT7w6zVZjP3oyawMzbiK,62,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,audio_features,5UgT7w6zVZjP3oyawMzbiK,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,703373,4
165,Jerry Butler and The Impressions,For Your Precious Love,"Arthur Brooks, Butler",Calvin Carter,58,2UL1EwS6tfbNrdH805oyvi,14,0.365,0.438,2,-16.317,1,0.309,0.659,0.000672,0.847,0.506,75.55,audio_features,2UL1EwS6tfbNrdH805oyvi,spotify:track:2UL1EwS6tfbNrdH805oyvi,https://api.spotify.com/v1/tracks/2UL1EwS6tfbNrdH805oyvi,https://api.spotify.com/v1/audio-analysis/2UL1EwS6tfbNrdH805oyvi,251613,3
166,James Brown,Get Up (I Feel Like Being a) Sex Machine,"Brown, Bobby Byrd,Ron Lenhoff",Brown,70,2ivdsb1RcEJjIs5tuHkUC9,51,0.838,0.616,10,-8.351,0,0.0711,0.18,7.17e-06,0.193,0.848,107.695,audio_features,2ivdsb1RcEJjIs5tuHkUC9,spotify:track:2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/tracks/2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/audio-analysis/2ivdsb1RcEJjIs5tuHkUC9,316333,4
167,The Young Rascals,Good Lovin',"Rudy Clark, Arthur Resnick","Tom Dowd, Arif Mardin",66,0XnhQGfqfi5CnZXcONJuI5,57,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,audio_features,0XnhQGfqfi5CnZXcONJuI5,spotify:track:0XnhQGfqfi5CnZXcONJuI5,https://api.spotify.com/v1/tracks/0XnhQGfqfi5CnZXcONJuI5,https://api.spotify.com/v1/audio-analysis/0XnhQGfqfi5CnZXcONJuI5,150907,4
168,The Supremes,Baby Love,"Brian Holland,Lamont Dozier, Eddie Holland","Brian Holland, Dozier",64,5uES1C2NgkdrNHiCwf9jRr,70,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,audio_features,5uES1C2NgkdrNHiCwf9jRr,spotify:track:5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,158040,4
169,Patti Smith Group,Dancing Barefoot,"Smith, Ivan Kral",Todd Rundgren,79,4kPSjEg8u1U4pg2dHHMmtf,60,0.492,0.639,2,-9.944,1,0.0319,0.235,0.0,0.0738,0.792,115.519,audio_features,4kPSjEg8u1U4pg2dHHMmtf,spotify:track:4kPSjEg8u1U4pg2dHHMmtf,https://api.spotify.com/v1/tracks/4kPSjEg8u1U4pg2dHHMmtf,https://api.spotify.com/v1/audio-analysis/4kPSjEg8u1U4pg2dHHMmtf,256533,4
170,Public Enemy,Fight the Power,"Chuck D, Eric Sadler, Hank Shocklee, Keith Shocklee","Sadler, Hank Shocklee",89,1yo16b3u0lptm6Cs7lx4AD,60,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,audio_features,1yo16b3u0lptm6Cs7lx4AD,spotify:track:1yo16b3u0lptm6Cs7lx4AD,https://api.spotify.com/v1/tracks/1yo16b3u0lptm6Cs7lx4AD,https://api.spotify.com/v1/audio-analysis/1yo16b3u0lptm6Cs7lx4AD,282640,4
171,Neil Young,Cortez the Killer,Young,"Young, David Briggs",75,3ZPLFD6mbw6hhu3g6S4EGl,60,0.527,0.42,4,-13.241,0,0.027,0.0113,0.0187,0.176,0.478,113.827,audio_features,3ZPLFD6mbw6hhu3g6S4EGl,spotify:track:3ZPLFD6mbw6hhu3g6S4EGl,https://api.spotify.com/v1/tracks/3ZPLFD6mbw6hhu3g6S4EGl,https://api.spotify.com/v1/audio-analysis/3ZPLFD6mbw6hhu3g6S4EGl,449960,4
172,Led Zeppelin,Heartbreaker,"Jimmy Page, Robert Plant, John Bonham, John Paul Jones",Page,69,6WE7jSshLCuVKoCmobVKVf,64,0.403,0.709,9,-9.366,1,0.0885,0.0746,0.494,0.132,0.654,97.161,audio_features,6WE7jSshLCuVKoCmobVKVf,spotify:track:6WE7jSshLCuVKoCmobVKVf,https://api.spotify.com/v1/tracks/6WE7jSshLCuVKoCmobVKVf,https://api.spotify.com/v1/audio-analysis/6WE7jSshLCuVKoCmobVKVf,254133,4
173,Franz Ferdinand,Take Me Out,"Alex Kapranos, Nick McCarthy",Tore Johansson,04,6ooluO7DiEhI1zmK94nRCM,75,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,audio_features,6ooluO7DiEhI1zmK94nRCM,spotify:track:6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/tracks/6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/audio-analysis/6ooluO7DiEhI1zmK94nRCM,237027,4
174,Alice Cooper,School's Out,"Michael Bruce, Glen Buxton, Cooper, Dennis Dunway, Neal Smith",Bob Ezrin,72,5Z8EDau8uNcP1E8JvmfkZe,68,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,audio_features,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/tracks/5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/audio-analysis/5Z8EDau8uNcP1E8JvmfkZe,210107,4
175,Jimmy Cliff,Many Rivers to Cross,Cliff,Cliff,69,1dZxI6OuzwJ283y3gOU1Kq,45,0.399,0.212,5,-16.03,1,0.0747,0.7,0.000434,0.116,0.149,137.76,audio_features,1dZxI6OuzwJ283y3gOU1Kq,spotify:track:1dZxI6OuzwJ283y3gOU1Kq,https://api.spotify.com/v1/tracks/1dZxI6OuzwJ283y3gOU1Kq,https://api.spotify.com/v1/audio-analysis/1dZxI6OuzwJ283y3gOU1Kq,164067,4
176,Pink Floyd,Wish You Were Here,"David Gilmour, Roger Waters",Pink Floyd,75,6mFkJmJqdDVQ1REhVfGgd1,78,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4
177,Elvis Costello,Alison,Costello,Nick Lowe,77,1v98rfd0an913AzHvMNG8a,60,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,audio_features,1v98rfd0an913AzHvMNG8a,spotify:track:1v98rfd0an913AzHvMNG8a,https://api.spotify.com/v1/tracks/1v98rfd0an913AzHvMNG8a,https://api.spotify.com/v1/audio-analysis/1v98rfd0an913AzHvMNG8a,204533,4
178,The Animals,Don't Let Me Be Misunderstood,"Bennie Benjamin, Sol Marcus,Gloria Caldwell",Mickie Most,65,7vYA9ET5AUqJt5pBbhKmcB,57,0.513,0.775,11,-5.137,0,0.0284,0.0929,0.0,0.404,0.518,112.194,audio_features,7vYA9ET5AUqJt5pBbhKmcB,spotify:track:7vYA9ET5AUqJt5pBbhKmcB,https://api.spotify.com/v1/tracks/7vYA9ET5AUqJt5pBbhKmcB,https://api.spotify.com/v1/audio-analysis/7vYA9ET5AUqJt5pBbhKmcB,149360,4
