,Artist,Title,Writers,Producer,Year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
179,Pink Floyd,Comfortably Numb,"David Gilmour, Roger Waters",Bob Ezrin,79,5HNCy40Ni5BZJFw1TKzRsC,75,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,audio_features,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4
180,Screamin," Jay Hawkins, 'I Put a Spell on You","Screamin’ Jay Hawkins, Herb Slotkin",Arnold Maxin,56,3sLhMSePzxSrmxluIqeoAZ,51,0.733,0.399,10,-12.086,0,0.094,0.59,0.0254,0.0766,0.9,173.781,audio_features,3sLhMSePzxSrmxluIqeoAZ,spotify:track:3sLhMSePzxSrmxluIqeoAZ,https://api.spotify.com/v1/tracks/3sLhMSePzxSrmxluIqeoAZ,https://api.spotify.com/v1/audio-analysis/3sLhMSePzxSrmxluIqeoAZ,144867,3
181,Roy Orbison,In Dreams,"Joe Melson, Orbison",Fred Foster,63,5YsyqcewwE0c1ukzHVciS3,58,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,audio_features,5YsyqcewwE0c1ukzHVciS3,spotify:track:5YsyqcewwE0c1ukzHVciS3,https://api.spotify.com/v1/tracks/5YsyqcewwE0c1ukzHVciS3,https://api.spotify.com/v1/audio-analysis/5YsyqcewwE0c1ukzHVciS3,169160,4
182,The Everly Brothers,Wake Up Little Susie,"Felice Bryant, Boudleaux Bryant",Archie Bleyer,57,11fNLqDB47gMKj7BHhR2Qr,63,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,audio_features,11fNLqDB47gMKj7BHhR2Qr,spotify:track:11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/tracks/11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/audio-analysis/11fNLqDB47gMKj7BHhR2Qr,123520,4
183,Black Sabbath,Iron Man,Black Sabbath,Roger Bain,71,3IOQZRcEkplCXg6LofKqE9,67,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,audio_features,3IOQZRcEkplCXg6LofKqE9,spotify:track:3IOQZRcEkplCXg6LofKqE9,https://api.spotify.com/v1/tracks/3IOQZRcEkplCXg6LofKqE9,https://api.spotify.com/v1/audio-analysis/3IOQZRcEkplCXg6LofKqE9,355304,4
184,Tina Turner,What's Love Got to Do With It,"Terry Britten, Graham Lyle",Britten,84,3Be7CLdHZpyzsVijme39cW,86,0.75,0.664,8,-5.908,0,0.154,0.275,0.0,0.0632,0.617,105.023,audio_features,3Be7CLdHZpyzsVijme39cW,spotify:track:3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/tracks/3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/audio-analysis/3Be7CLdHZpyzsVijme39cW,208156,4
185,Jackie Wilson,Lonely Teardrops,"Berry Gordy, Gwen Gordy, Tyran Carlo",Dick Jacobs,58,6TYR3IVgIwDK6ydc2EPEQq,51,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,audio_features,6TYR3IVgIwDK6ydc2EPEQq,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,https://api.spotify.com/v1/tracks/6TYR3IVgIwDK6ydc2EPEQq,https://api.spotify.com/v1/audio-analysis/6TYR3IVgIwDK6ydc2EPEQq,166213,4
186,Frankie Lymon and The Teenagers,Why Do Fools Fall In Love,"Lymon, Morris Levy",George Goldner,56,2xKfXRhw5xaUXfevJJspZf,58,0.388,0.532,1,-8.685,1,0.102,0.51,3.06e-06,0.0974,0.845,173.586,audio_features,2xKfXRhw5xaUXfevJJspZf,spotify:track:2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/tracks/2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/audio-analysis/2xKfXRhw5xaUXfevJJspZf,139667,4
187,The Jam,That's Entertainment,Paul Weller,"Vic Coppersmith-Heaven, the Jam",80,7MH7TkjQ4RA1vG454dciw0,62,0.567,0.653,0,-11.524,0,0.0336,0.211,0.000489,0.0639,0.78,142.218,audio_features,7MH7TkjQ4RA1vG454dciw0,spotify:track:7MH7TkjQ4RA1vG454dciw0,https://api.spotify.com/v1/tracks/7MH7TkjQ4RA1vG454dciw0,https://api.spotify.com/v1/audio-analysis/7MH7TkjQ4RA1vG454dciw0,212787,4
188,James Brown,Say It Loud - I'm Black and I'm Proud,"Brown, Pee Wee Ellis",Brown,68,5h8ve1B7Gr3k4W0WXAgLxE,53,0.85,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.076,audio_features,5h8ve1B7Gr3k4W0WXAgLxE,spotify:track:5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/tracks/5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/audio-analysis/5h8ve1B7Gr3k4W0WXAgLxE,167187,4
189,The Beatles,With a Little Help From My Friends,"John Lennon, Paul McCartney",George Martin,67,2RnPATK99oGOZygnD2GTO6,67,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,audio_features,2RnPATK99oGOZygnD2GTO6,spotify:track:2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/tracks/2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/audio-analysis/2RnPATK99oGOZygnD2GTO6,164107,4
190,The Rolling Stones,Ruby Tuesday,"Mick Jagger, Keith Richards",Andrew Loog Oldham,67,4hupcimlg3UBbW1kAQ6vrT,65,0.524,0.553,0,-10.767,1,0.0292,0.831,0.0,0.174,0.517,104.578,audio_features,4hupcimlg3UBbW1kAQ6vrT,spotify:track:4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/tracks/4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/audio-analysis/4hupcimlg3UBbW1kAQ6vrT,196493,4
191,Willie Nelson,Blue Eyes Crying in the Rain,Fred Rose,Nelson,75,2uRVPeQbsEpRQD0DKr1WTo,62,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,audio_features,2uRVPeQbsEpRQD0DKr1WTo,spotify:track:2uRVPeQbsEpRQD0DKr1WTo,https://api.spotify.com/v1/tracks/2uRVPeQbsEpRQD0DKr1WTo,https://api.spotify.com/v1/audio-analysis/2uRVPeQbsEpRQD0DKr1WTo,138600,4
192,Rod Stewart,Da Ya Think I'm Sexy?,"Stewart, Carmine Appice",Tom Dowd,78,4z7maGZkAonDlXlwo8q69f,70,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,audio_features,4z7maGZkAonDlXlwo8q69f,spotify:track:4z7maGZkAonDlXlwo8q69f,https://api.spotify.com/v1/tracks/4z7maGZkAonDlXlwo8q69f,https://api.spotify.com/v1/audio-analysis/4z7maGZkAonDlXlwo8q69f,331333,4
193,Daft Punk,One More Time,"Thomas Bangalter, Guy-Manuel de Homem-Christo, Anthony Moore",Daft Punk,00,0DiWol3AO6WpXZgp0goxAV,76,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4
194,Madonna,Like A Prayer,"Madonna, Patrick Leonard","Madonna, Leonard",89,1z3ugFmUKoCzGsI6jdY4Ci,72,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,1z3ugFmUKoCzGsI6jdY4Ci,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,342680,4
195,Blondie,One Way or Another,"Deborah Harry, Nigel Harrison",Mike Chapman,78,59CLe8stbcx4XYBWdsfbwK,58,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,audio_features,59CLe8stbcx4XYBWdsfbwK,spotify:track:59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/tracks/59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/audio-analysis/59CLe8stbcx4XYBWdsfbwK,217364,4
196,Prince,Sign 'O' The Times,Prince,Prince,87,4Yenz5JZZOUiZSeyKY8bDz,56,0.701,0.515,10,-6.551,1,0.0988,0.00843,0.025,0.0772,0.549,197.768,audio_features,4Yenz5JZZOUiZSeyKY8bDz,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/tracks/4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/audio-analysis/4Yenz5JZZOUiZSeyKY8bDz,302760,4
197,Neil Young,Heart of Gold,Young,"Elliot Mazer, Young",72,1Q1b8eVkUPGlpSArl8JAVw,74,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,audio_features,1Q1b8eVkUPGlpSArl8JAVw,spotify:track:1Q1b8eVkUPGlpSArl8JAVw,https://api.spotify.com/v1/tracks/1Q1b8eVkUPGlpSArl8JAVw,https://api.spotify.com/v1/audio-analysis/1Q1b8eVkUPGlpSArl8JAVw,187013,4
198,Bob Marley and the Wailers,"Get Up, Stand Up","Bob Marley, Peter Tosh",Chris Blackwell,75,0q5giEtY4wsFTwjWqswLwx,65,0.797,0.574,10,-7.268,1,0.373,0.229,0.0,0.0602,0.814,78.183,audio_features,0q5giEtY4wsFTwjWqswLwx,spotify:track:0q5giEtY4wsFTwjWqswLwx,https://api.spotify.com/v1/tracks/0q5giEtY4wsFTwjWqswLwx,https://api.spotify.com/v1/audio-analysis/0q5giEtY4wsFTwjWqswLwx,197573,4
199,The Rolling Stones,Street Fighting Man,"Mick Jagger, Keith Richards",Jimmy Miller,68,5w8br4p3i5TfWfTUEM8b2s,30,0.104,0.953,6,-3.149,1,0.0655,4.03e-05,0.197,0.971,0.486,157.186,audio_features,5w8br4p3i5TfWfTUEM8b2s,spotify:track:5w8br4p3i5TfWfTUEM8b2s,https://api.spotify.com/v1/tracks/5w8br4p3i5TfWfTUEM8b2s,https://api.spotify.com/v1/audio-analysis/5w8br4p3i5TfWfTUEM8b2s,315093,4
200,Led Zeppelin,Black Dog,"Jimmy Page, Robert Plant, John Paul Jones",Page,71,3qT4bUD1MaWpGrTwcvguhb,74,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,audio_features,3qT4bUD1MaWpGrTwcvguhb,spotify:track:3qT4bUD1MaWpGrTwcvguhb,https://api.spotify.com/v1/tracks/3qT4bUD1MaWpGrTwcvguhb,https://api.spotify.com/v1/audio-analysis/3qT4bUD1MaWpGrTwcvguhb,295387,4
201,Al Green,Tired of Being Alone,Green,"Willie Mitchell, Green",71,10vkYRKw6Jjr7try1ir50G,69,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,audio_features,10vkYRKw6Jjr7try1ir50G,spotify:track:10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/tracks/10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/audio-analysis/10vkYRKw6Jjr7try1ir50G,172320,4
202,The Clash,Train in Vain,"Mick Jones, Joe Strummer",Guy Stevens,79,6ITuEsxEy2qPhqMowdDAeI,66,0.761,0.722,2,-8.712,1,0.0428,0.0922,0.000366,0.132,0.966,122.764,audio_features,6ITuEsxEy2qPhqMowdDAeI,spotify:track:6ITuEsxEy2qPhqMowdDAeI,https://api.spotify.com/v1/tracks/6ITuEsxEy2qPhqMowdDAeI,https://api.spotify.com/v1/audio-analysis/6ITuEsxEy2qPhqMowdDAeI,194667,4
203,The Zombies,She's Not There,Rod Argent,Ken Jones,64,3dzW0SoVNyJTWWJimX8stj,64,0.523,0.803,4,-5.189,0,0.045,0.579,0.0,0.0948,0.898,132.316,audio_features,3dzW0SoVNyJTWWJimX8stj,spotify:track:3dzW0SoVNyJTWWJimX8stj,https://api.spotify.com/v1/tracks/3dzW0SoVNyJTWWJimX8stj,https://api.spotify.com/v1/audio-analysis/3dzW0SoVNyJTWWJimX8stj,145293,4
204,Eminem feat. Dido,Stan,"Marshall Mathers,D. Armstrong, P. Herman","Eminem, the 45 King",00,0K4Kg7hzZVoWra1bfpTuse,8,0.687,0.451,6,-11.622,0,0.0421,0.0271,0.211,0.357,0.491,80.042,audio_features,0K4Kg7hzZVoWra1bfpTuse,spotify:track:0K4Kg7hzZVoWra1bfpTuse,https://api.spotify.com/v1/tracks/0K4Kg7hzZVoWra1bfpTuse,https://api.spotify.com/v1/audio-analysis/0K4Kg7hzZVoWra1bfpTuse,404114,4
205,The Beatles,Can't Buy Me Love,"John Lennon, Paul McCartney",George Martin,64,3SdingSsFcZDZAyvcJbgAw,66,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,audio_features,3SdingSsFcZDZAyvcJbgAw,spotify:track:3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/tracks/3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/audio-analysis/3SdingSsFcZDZAyvcJbgAw,131867,4
206,Barrett Strong,Money (That's What I Want),"Berry Gordy, Janie Bradford",Gordy,60,5ygqNg50ux6hm9YEbkriWS,49,0.646,0.93,5,-3.233,1,0.0374,0.25,0.0,0.154,0.946,132.366,audio_features,5ygqNg50ux6hm9YEbkriWS,spotify:track:5ygqNg50ux6hm9YEbkriWS,https://api.spotify.com/v1/tracks/5ygqNg50ux6hm9YEbkriWS,https://api.spotify.com/v1/audio-analysis/5ygqNg50ux6hm9YEbkriWS,157947,4
207,Run-DMC,Walk This Way,"Steven Tyler, Joe Perry","Rick Rubin,Russell Simmons",86,6qUEOWqOzu1rLPUPQ1ECpx,71,0.759,0.578,6,-12.56,0,0.0468,0.00796,8.18e-05,0.0605,0.944,105.598,audio_features,6qUEOWqOzu1rLPUPQ1ECpx,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,https://api.spotify.com/v1/tracks/6qUEOWqOzu1rLPUPQ1ECpx,https://api.spotify.com/v1/audio-analysis/6qUEOWqOzu1rLPUPQ1ECpx,309760,4
208,Pavement,Summer Babe (Winter Version),Stephen Malkmus,"Malkmus, Scott Kannberg",92,4EaAxnlWy52lU4zsKr15am,39,0.37,0.854,2,-5.91,1,0.0288,4.84e-06,0.845,0.0617,0.568,97.51,audio_features,4EaAxnlWy52lU4zsKr15am,spotify:track:4EaAxnlWy52lU4zsKr15am,https://api.spotify.com/v1/tracks/4EaAxnlWy52lU4zsKr15am,https://api.spotify.com/v1/audio-analysis/4EaAxnlWy52lU4zsKr15am,196600,4
209,Howlin," Wolf, 'Smokestack Lightning",Chester Burnett,"Leonard and Phil Chess, Willie Dixon",56,6Zo3QapMvKMceJPHTHNs19,35,0.696,0.58,9,-7.15,1,0.0392,0.825,0.00232,0.12,0.494,145.563,audio_features,6Zo3QapMvKMceJPHTHNs19,spotify:track:6Zo3QapMvKMceJPHTHNs19,https://api.spotify.com/v1/tracks/6Zo3QapMvKMceJPHTHNs19,https://api.spotify.com/v1/audio-analysis/6Zo3QapMvKMceJPHTHNs19,187053,4
210,Elvis Costello and the Attractions,"(What's So Funny About) Peace, Love and Understanding",Nick Lowe,Lowe,79,2jHodbcqnYrEqa59df2aKE,17,0.687,0.585,7,-7.442,1,0.0314,0.0645,0.926,0.231,0.794,123.349,audio_features,2jHodbcqnYrEqa59df2aKE,spotify:track:2jHodbcqnYrEqa59df2aKE,https://api.spotify.com/v1/tracks/2jHodbcqnYrEqa59df2aKE,https://api.spotify.com/v1/audio-analysis/2jHodbcqnYrEqa59df2aKE,195333,4
211,Blondie,Call Me,"Giorgio Moroder, Deborah Harry",Moroder,80,7HKxTNVlkHsfMLhigmhC0I,67,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,audio_features,7HKxTNVlkHsfMLhigmhC0I,spotify:track:7HKxTNVlkHsfMLhigmhC0I,https://api.spotify.com/v1/tracks/7HKxTNVlkHsfMLhigmhC0I,https://api.spotify.com/v1/audio-analysis/7HKxTNVlkHsfMLhigmhC0I,212227,4
212,Joni Mitchell,Help Me,Mitchell,Mitchell,74,0tVzXGFyNPusa1VkHmYDLd,56,0.579,0.536,9,-10.035,0,0.0388,0.484,5.4e-05,0.0937,0.67,81.868,audio_features,0tVzXGFyNPusa1VkHmYDLd,spotify:track:0tVzXGFyNPusa1VkHmYDLd,https://api.spotify.com/v1/tracks/0tVzXGFyNPusa1VkHmYDLd,https://api.spotify.com/v1/audio-analysis/0tVzXGFyNPusa1VkHmYDLd,204320,4
213,Stevie Wonder,You Are the Sunshine of My Life,Wonder,Wonder,72,0n2pjCIMKwHSXoYfEbYMfX,71,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,audio_features,0n2pjCIMKwHSXoYfEbYMfX,spotify:track:0n2pjCIMKwHSXoYfEbYMfX,https://api.spotify.com/v1/tracks/0n2pjCIMKwHSXoYfEbYMfX,https://api.spotify.com/v1/audio-analysis/0n2pjCIMKwHSXoYfEbYMfX,178200,4
214,The White Stripes,Seven Nation Army,Jack White,White,03,7i6r9KotUPQg3ozKKgEPIN,75,0.737,0.463,0,-7.828,1,0.0792,0.00817,0.447,0.255,0.324,123.881,audio_features,7i6r9KotUPQg3ozKKgEPIN,spotify:track:7i6r9KotUPQg3ozKKgEPIN,https://api.spotify.com/v1/tracks/7i6r9KotUPQg3ozKKgEPIN,https://api.spotify.com/v1/audio-analysis/7i6r9KotUPQg3ozKKgEPIN,231733,4
215,Bill Withers,Ain't No Sunshine,Withers,Booker T. Jones,71,1k1Bqnv2R0uJXQN4u6LKYt,78,0.479,0.416,4,-11.451,0,0.124,0.457,1.72e-05,0.118,0.514,79.593,audio_features,1k1Bqnv2R0uJXQN4u6LKYt,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093,4
216,The Dixie Cups,Chapel of Love,"Jeff Barry, Ellie Greenwich, Phil Spector","Jerry Leiber, Mike Stoller, Barry, Greenwich",64,4JchWgAG3RZmCLHcEGf9DZ,58,0.593,0.354,9,-10.269,1,0.0288,0.733,0.0,0.527,0.793,124.63,audio_features,4JchWgAG3RZmCLHcEGf9DZ,spotify:track:4JchWgAG3RZmCLHcEGf9DZ,https://api.spotify.com/v1/tracks/4JchWgAG3RZmCLHcEGf9DZ,https://api.spotify.com/v1/audio-analysis/4JchWgAG3RZmCLHcEGf9DZ,170874,4
217,The Cure,Pictures of You,"Robert Smith, Simon Gallup, Boris Williams, Porl Thompson, Roger O'Donnell, Lol Tolhurst","Smith, David M. Allen",89,1tuwC1Ob5vnYZhvg3zyzJg,59,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,audio_features,1tuwC1Ob5vnYZhvg3zyzJg,spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/tracks/1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/audio-analysis/1tuwC1Ob5vnYZhvg3zyzJg,448467,4
218,David Bowie,Ziggy Stardust,Bowie,"Ken Scott, Bowie",72,5IyL3XOaRPpTgxVjRIAxXU,65,0.44,0.565,7,-11.657,1,0.121,0.048,0.0,0.213,0.495,161.124,audio_features,5IyL3XOaRPpTgxVjRIAxXU,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/tracks/5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/audio-analysis/5IyL3XOaRPpTgxVjRIAxXU,194440,4
219,"The Staple Singers, I",ll Take You There,Alvertis Isbell (Al Bell),Bell,72,5YLnfy7R2kueN0BRPkjiEG,67,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,audio_features,5YLnfy7R2kueN0BRPkjiEG,spotify:track:5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/tracks/5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/audio-analysis/5YLnfy7R2kueN0BRPkjiEG,196827,4
220,Bruce Springsteen,Born in the U.S.A.,Springsteen,"Springsteen, Jon Landau, Chuck Plotkin, Steve Van Zandt",84,0dOg1ySSI7NkpAe89Zo0b9,77,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,audio_features,0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9,278680,4
221,Jefferson Airplane,Somebody to Love,Darby Slick,Rick Jarrard,67,4uGIJG1jYFonGc4LGp5uQL,71,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,audio_features,4uGIJG1jYFonGc4LGp5uQL,spotify:track:4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/tracks/4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/audio-analysis/4uGIJG1jYFonGc4LGp5uQL,174840,4
222,The Beatles,Something,George Harrison,George Martin,69,0pNeVovbiZHkulpGeOx1Gj,72,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293,4
223,Chuck Berry,Sweet Little Sixteen,Berry,Leonard and Phil Chess,58,4GWHrdyVTC0AWwuRgoWzE7,57,0.507,0.627,1,-7.838,1,0.0354,0.575,0.0,0.198,0.962,175.309,audio_features,4GWHrdyVTC0AWwuRgoWzE7,spotify:track:4GWHrdyVTC0AWwuRgoWzE7,https://api.spotify.com/v1/tracks/4GWHrdyVTC0AWwuRgoWzE7,https://api.spotify.com/v1/audio-analysis/4GWHrdyVTC0AWwuRgoWzE7,180747,4
224,The Beach Boys,Sloop John B,"Traditional, Brian Wilson",Wilson,66,2ULL3VZf4WwBKO4vjwT7Bg,63,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,audio_features,2ULL3VZf4WwBKO4vjwT7Bg,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/tracks/2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/audio-analysis/2ULL3VZf4WwBKO4vjwT7Bg,180133,4
225,George Jones,He Stopped Loving Her Today,"Bobby Braddock,Curly Putnam",Billy Sherrill,80,6qMgx8ys4MNNxypaIvbG0i,59,0.43,0.173,8,-18.597,1,0.0321,0.594,0.000111,0.224,0.365,72.103,audio_features,6qMgx8ys4MNNxypaIvbG0i,spotify:track:6qMgx8ys4MNNxypaIvbG0i,https://api.spotify.com/v1/tracks/6qMgx8ys4MNNxypaIvbG0i,https://api.spotify.com/v1/audio-analysis/6qMgx8ys4MNNxypaIvbG0i,195333,4
226,The Modern Lovers,Roadrunner,Jonathan Richman,John Cale,76,5E5HYgxGMp3BPakHGfKfIB,60,0.462,0.84,2,-6.667,1,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,audio_features,5E5HYgxGMp3BPakHGfKfIB,spotify:track:5E5HYgxGMp3BPakHGfKfIB,https://api.spotify.com/v1/tracks/5E5HYgxGMp3BPakHGfKfIB,https://api.spotify.com/v1/audio-analysis/5E5HYgxGMp3BPakHGfKfIB,246440,4
227,Kanye West,Jesus Walks,"Kanye West, Rhymefest",West,04,5g1vtHqi9uV7xtYeCcFOBx,70,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,audio_features,5g1vtHqi9uV7xtYeCcFOBx,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/tracks/5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/audio-analysis/5g1vtHqi9uV7xtYeCcFOBx,193733,4
228,U2,Sunday Bloody Sunday,"Bono, the Edge, Adam Clayton, Larry Mullen Jr.",Steve Lillywhite,83,6C4LXC9UFH1IKiHYOp0BiJ,73,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,audio_features,6C4LXC9UFH1IKiHYOp0BiJ,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/tracks/6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/audio-analysis/6C4LXC9UFH1IKiHYOp0BiJ,279440,4
229,New York Dolls,Personality Crisis,"David Johansen, Johnny Thunders",Todd Rundgren,73,4AwKXevZmsTNa3KZVj3rzl,54,0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,audio_features,4AwKXevZmsTNa3KZVj3rzl,spotify:track:4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/tracks/4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/audio-analysis/4AwKXevZmsTNa3KZVj3rzl,221507,4
230,Archie Bell and The Drells,Tighten Up,"Bell, Billy Butler",Skipper Lee Frazier,68,6IIcvtmuGpWIasqOpyGlyY,49,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,audio_features,6IIcvtmuGpWIasqOpyGlyY,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/tracks/6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/audio-analysis/6IIcvtmuGpWIasqOpyGlyY,196000,4
231,The Ronettes,Walking in the Rain,"Barry Mann, Cynthia Weil, Phil Spector",Spector,64,7MJPH9KJ0dCpHFMnDViuiu,31,0.5,0.655,10,-8.313,1,0.0308,0.386,0.0,0.0915,0.41,107.75,audio_features,7MJPH9KJ0dCpHFMnDViuiu,spotify:track:7MJPH9KJ0dCpHFMnDViuiu,https://api.spotify.com/v1/tracks/7MJPH9KJ0dCpHFMnDViuiu,https://api.spotify.com/v1/audio-analysis/7MJPH9KJ0dCpHFMnDViuiu,196867,4
232,Randy Newman,Sail Away,Newman,Lenny Waronker,72,79zQv3SsEOmyPAgUP4YDjz,38,0.341,0.161,5,-12.324,1,0.0326,0.936,0.000488,0.12,0.0961,134.75,audio_features,79zQv3SsEOmyPAgUP4YDjz,spotify:track:79zQv3SsEOmyPAgUP4YDjz,https://api.spotify.com/v1/tracks/79zQv3SsEOmyPAgUP4YDjz,https://api.spotify.com/v1/audio-analysis/79zQv3SsEOmyPAgUP4YDjz,173267,4
